Age,Gender,Annual Income,Number of Dependents,Education Level,Health Score,Location,Policy Type,Active Policy days,Previous Claims,Credit Score,Insurance Duration,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
52.0,Female,15774.0,1.0,Bachelor's,47.96719068687448,Rural,Basic,735,1.0,798.0,9.0,Average,No,Monthly,House,101.0
23.0,Male,45618.0,2.0,PhD,50.05341616129514,Rural,Basic,140,2.0,839.0,5.0,Good,No,Monthly,Condo,3237.0
48.0,Female,18114.0,4.0,Bachelor's,11.734269576141925,Suburban,Basic,1861,1.0,718.0,9.0,Good,No,Daily,Condo,48.0
25.0,Male,4693.0,2.0,Bachelor's,38.61063410824488,Suburban,Basic,1193,1.0,397.0,7.0,Average,Yes,Weekly,Condo,29.0
54.0,Male,93524.0,1.0,PhD,35.84936297310919,Rural,Comprehensive,1577,0.0,598.0,2.0,,Yes,Daily,House,2593.0
47.0,Female,45987.0,3.0,PhD,25.82960133576619,Rural,Premium,116,0.0,613.0,3.0,Average,Yes,Weekly,Apartment,906.0
63.0,Male,39569.0,4.0,PhD,20.990137279533545,Urban,Premium,1061,0.0,401.0,7.0,Average,Yes,Monthly,House,806.0
61.0,Female,25573.0,0.0,High School,26.8890236813205,Rural,Comprehensive,382,0.0,403.0,4.0,Good,No,Rarely,House,1737.0
39.0,Male,5932.0,1.0,Master's,46.252972382668105,Suburban,Basic,251,1.0,767.0,6.0,Average,No,Daily,Apartment,1630.0
18.0,Male,43731.0,4.0,Master's,30.776569122110768,Rural,Comprehensive,759,0.0,437.0,3.0,Poor,Yes,Weekly,Apartment,1691.0
59.0,Female,2561.0,3.0,Bachelor's,22.746306149762024,Rural,Comprehensive,1248,1.0,569.0,6.0,Average,Yes,Weekly,Condo,309.0
30.0,Male,64769.0,3.0,Master's,15.774482020763832,Urban,Basic,240,0.0,745.0,3.0,Average,Yes,Monthly,Apartment,44.0
61.0,Female,17051.0,4.0,PhD,15.523909183742337,Suburban,Basic,1054,2.0,508.0,2.0,Average,No,Monthly,Apartment,642.0
41.0,Female,547.0,3.0,High School,23.36166578759828,Rural,Basic,1317,1.0,,8.0,Good,Yes,Rarely,House,285.0
21.0,Female,45923.0,1.0,High School,43.551301251468246,Rural,Basic,1031,0.0,697.0,7.0,Good,Yes,Weekly,Apartment,1330.0
39.0,Female,11563.0,2.0,Master's,27.12543863600812,Rural,Premium,1873,1.0,,9.0,Good,Yes,Weekly,Condo,132.0
64.0,Female,1786.0,,Master's,36.08487018432616,Suburban,Premium,1335,0.0,328.0,9.0,Good,Yes,Daily,House,513.0
30.0,Male,6830.0,2.0,Master's,37.361289049197296,Suburban,Comprehensive,227,1.0,837.0,9.0,Good,Yes,Rarely,House,904.0
33.0,Male,,1.0,High School,41.56779455334679,Urban,Premium,1239,0.0,717.0,7.0,Average,Yes,Weekly,House,182.0
20.0,Male,52761.0,,Master's,24.310958562963563,Suburban,Premium,264,0.0,563.0,4.0,Good,Yes,Rarely,Condo,48.0
22.0,Female,20290.0,2.0,Bachelor's,30.8693606258139,Urban,Basic,1845,2.0,807.0,8.0,Good,Yes,Daily,Apartment,130.0
54.0,Female,103682.0,2.0,Bachelor's,11.674969895357346,Urban,Basic,674,0.0,488.0,1.0,Good,Yes,Monthly,Apartment,509.0
21.0,Female,1002.0,0.0,PhD,23.323812242399026,Rural,Basic,138,2.0,606.0,5.0,Average,Yes,Weekly,Condo,474.0
41.0,Male,35670.0,,Bachelor's,23.567805548361125,Rural,Comprehensive,1737,0.0,706.0,8.0,Poor,No,Rarely,Condo,1679.0
34.0,Male,3488.0,0.0,PhD,13.122711775040312,Suburban,Comprehensive,1153,0.0,454.0,1.0,Average,No,Weekly,Apartment,1597.0
39.0,Male,362.0,4.0,PhD,37.75160631327097,Rural,Comprehensive,1755,0.0,744.0,7.0,Average,Yes,Monthly,House,1165.0
25.0,Female,36761.0,4.0,High School,29.66128900542141,Rural,Comprehensive,453,1.0,847.0,5.0,Average,No,Rarely,Condo,2120.0
25.0,Female,9027.0,2.0,PhD,36.677061283721294,Urban,Basic,506,0.0,771.0,1.0,Poor,Yes,Monthly,House,148.0
19.0,Male,37532.0,,High School,41.04781205858918,Suburban,Basic,1412,1.0,833.0,8.0,,No,Monthly,House,873.0
45.0,Male,27383.0,2.0,Master's,18.2545276079866,Rural,Basic,1362,0.0,785.0,9.0,Good,Yes,Weekly,House,2143.0
36.0,Female,8069.0,0.0,High School,27.292847679918665,Rural,Basic,1373,0.0,488.0,1.0,Poor,No,Rarely,Apartment,522.0
26.0,Male,56978.0,2.0,High School,9.913446308700925,Urban,Basic,1635,0.0,433.0,9.0,Average,Yes,Weekly,House,464.0
48.0,Female,4092.0,4.0,High School,32.08538523271808,Urban,Premium,1225,2.0,817.0,6.0,,No,Daily,Condo,626.0
61.0,Male,24299.0,1.0,High School,30.37187084286864,Suburban,Basic,1120,0.0,625.0,3.0,Good,Yes,Monthly,Condo,1334.0
46.0,Male,56842.0,1.0,High School,51.88222598148085,Rural,Premium,1748,0.0,775.0,6.0,Average,No,Weekly,House,3472.0
57.0,Female,16097.0,4.0,Master's,51.82801439008358,Suburban,Basic,1722,0.0,582.0,2.0,Average,Yes,Daily,House,562.0
62.0,Male,3360.0,1.0,Bachelor's,49.52382360446885,Rural,Premium,1550,1.0,734.0,7.0,Poor,Yes,Rarely,Apartment,2626.0
40.0,Male,17100.0,,Bachelor's,42.07375108735352,Suburban,Comprehensive,166,0.0,668.0,5.0,Average,No,Daily,Condo,736.0
52.0,Female,17227.0,4.0,Master's,,Suburban,Basic,1059,0.0,602.0,9.0,Good,No,Rarely,Condo,607.0
26.0,Female,38899.0,3.0,Bachelor's,47.05992209733692,Rural,Basic,480,1.0,749.0,6.0,Poor,No,Monthly,House,479.0
24.0,Male,18561.0,2.0,PhD,9.814600165249407,Suburban,Basic,1430,0.0,652.0,7.0,,Yes,Weekly,Apartment,495.0
48.0,Female,45287.0,4.0,Master's,,Urban,Basic,193,0.0,822.0,6.0,,Yes,Rarely,Condo,870.0
24.0,Male,129824.0,2.0,Master's,3.61936461122073,Urban,Comprehensive,804,0.0,381.0,2.0,Poor,No,Monthly,Apartment,1597.0
27.0,Male,17246.0,3.0,High School,39.97312510323224,Urban,Basic,1154,1.0,,2.0,Average,Yes,Monthly,House,1134.0
58.0,Female,9054.0,1.0,Bachelor's,15.634779677427774,Rural,Basic,1156,1.0,,7.0,Average,Yes,Rarely,Condo,1072.0
63.0,Male,45999.0,4.0,Bachelor's,27.81384665498595,Rural,Premium,702,0.0,781.0,7.0,Good,Yes,Rarely,House,1540.0
18.0,Male,133916.0,,PhD,50.45873700871512,Rural,Basic,352,2.0,,9.0,Good,No,Daily,Apartment,1304.0
38.0,Female,,,High School,34.47956246435383,Suburban,Premium,847,0.0,434.0,2.0,Good,Yes,Weekly,Condo,906.0
46.0,Male,18171.0,2.0,Master's,19.824283100518883,Rural,Premium,789,0.0,566.0,2.0,Good,No,Rarely,Condo,567.0
35.0,Female,38639.0,1.0,Bachelor's,42.272351146078165,Rural,Premium,1533,0.0,796.0,1.0,Poor,Yes,Rarely,Condo,848.0
32.0,Female,74524.0,3.0,Master's,21.868670132721505,Urban,Premium,1515,0.0,607.0,8.0,Average,Yes,Daily,Apartment,216.0
21.0,Female,28961.0,0.0,High School,34.78279928399164,Rural,Premium,1227,1.0,597.0,3.0,Good,No,Daily,Condo,2156.0
59.0,Male,72620.0,4.0,PhD,27.93835203736284,Rural,Basic,732,0.0,305.0,6.0,Good,Yes,Monthly,Condo,412.0
49.0,Male,26862.0,,PhD,11.82405771349236,Suburban,Premium,1380,0.0,683.0,4.0,Poor,No,Monthly,Apartment,513.0
38.0,Male,17109.0,3.0,Bachelor's,21.39876670456959,Suburban,Comprehensive,609,1.0,635.0,1.0,Average,Yes,Rarely,House,665.0
58.0,Male,30429.0,3.0,Bachelor's,7.597631997650874,Rural,Premium,906,1.0,370.0,1.0,Average,Yes,Weekly,Apartment,35.0
20.0,Male,11705.0,2.0,High School,26.98838264346947,Rural,Premium,1219,1.0,479.0,9.0,Good,Yes,Rarely,House,435.0
46.0,Male,4120.0,2.0,Master's,9.601801856732967,Urban,Basic,1106,1.0,318.0,1.0,,No,Daily,Apartment,1034.0
20.0,Male,73851.0,0.0,Bachelor's,16.965198409203502,Suburban,Comprehensive,143,0.0,834.0,8.0,Average,Yes,Weekly,Condo,417.0
25.0,Male,10533.0,0.0,PhD,23.90180000708117,Suburban,Comprehensive,1090,0.0,,1.0,Average,No,Rarely,House,449.0
18.0,Female,14897.0,0.0,PhD,34.447599398608745,Suburban,Basic,1289,2.0,725.0,5.0,Good,No,Daily,House,845.0
64.0,Male,49500.0,0.0,Master's,18.84923728195168,Rural,Comprehensive,463,0.0,304.0,1.0,Average,Yes,Daily,House,479.0
26.0,Male,11231.0,0.0,Master's,44.92461467352574,Urban,Comprehensive,685,0.0,,8.0,Good,No,Monthly,Apartment,632.0
60.0,Female,18307.0,1.0,Bachelor's,38.55483666252821,Suburban,Basic,1310,0.0,467.0,1.0,Average,No,Weekly,Apartment,616.0
62.0,Female,42070.0,3.0,PhD,5.566905845092951,Rural,Premium,880,0.0,402.0,7.0,Good,No,Rarely,Condo,781.0
26.0,Female,29483.0,4.0,High School,21.78667413297763,Suburban,Premium,424,2.0,819.0,3.0,Good,Yes,Weekly,Apartment,1739.0
43.0,Male,5988.0,4.0,Bachelor's,44.67502990701377,Suburban,Premium,237,0.0,809.0,7.0,Good,No,Rarely,Condo,1002.0
45.0,Female,18561.0,3.0,Bachelor's,10.858875195891208,Suburban,Comprehensive,1316,1.0,398.0,7.0,Average,Yes,Rarely,Condo,1848.0
25.0,Male,3315.0,,PhD,27.389613744999668,Suburban,Premium,473,1.0,623.0,1.0,,Yes,Rarely,House,415.0
21.0,Female,31008.0,3.0,Bachelor's,29.891783099108626,Rural,Premium,1889,0.0,319.0,9.0,Good,No,Daily,House,1156.0
26.0,Female,3264.0,0.0,Master's,34.79442583962629,Urban,Basic,811,0.0,474.0,1.0,Good,No,Daily,Apartment,703.0
30.0,Male,88907.0,1.0,High School,27.286562141120243,Rural,Comprehensive,1566,0.0,512.0,7.0,Poor,Yes,Daily,House,288.0
32.0,Male,2820.0,1.0,Bachelor's,21.095930086459298,Urban,Comprehensive,1295,0.0,783.0,1.0,Poor,No,Daily,Condo,84.0
55.0,Male,134024.0,4.0,High School,21.5938209982153,Rural,Premium,161,1.0,478.0,5.0,Poor,No,Rarely,House,3124.0
28.0,Female,72681.0,1.0,High School,33.6635669111724,Urban,Comprehensive,361,2.0,620.0,3.0,Good,Yes,Monthly,Condo,34.0
28.0,Male,12894.0,4.0,High School,15.717628084514116,Rural,Basic,1384,1.0,787.0,4.0,Good,No,Rarely,Apartment,538.0
56.0,Male,75846.0,3.0,Bachelor's,43.042435955628086,Suburban,Comprehensive,592,2.0,428.0,5.0,Average,No,Weekly,Condo,1204.0
48.0,Female,15255.0,2.0,High School,14.654822695960014,Urban,Comprehensive,1230,0.0,,9.0,Average,Yes,Rarely,Apartment,1678.0
49.0,Female,2972.0,4.0,Bachelor's,39.24113061151438,Suburban,Basic,387,3.0,,7.0,Average,No,Monthly,Condo,695.0
23.0,Male,18114.0,0.0,Master's,9.474607217682452,Suburban,Premium,1355,0.0,,4.0,Average,No,Weekly,Condo,2524.0
32.0,Male,35178.0,3.0,PhD,39.8273617925921,Suburban,Comprehensive,1326,1.0,767.0,9.0,Good,Yes,Monthly,Apartment,1520.0
64.0,Female,4531.0,3.0,Master's,50.93543617050253,Suburban,Comprehensive,969,3.0,361.0,8.0,Average,Yes,Weekly,House,1034.0
26.0,Male,39224.0,1.0,PhD,12.33002940367436,Rural,Basic,151,0.0,,8.0,Poor,No,Weekly,House,1710.0
62.0,Female,23142.0,1.0,Bachelor's,45.81429391058687,Rural,Basic,1626,1.0,773.0,5.0,Good,Yes,Daily,House,1430.0
23.0,Female,11277.0,2.0,High School,18.81616496994677,Suburban,Premium,1670,0.0,662.0,5.0,Average,No,Rarely,Apartment,675.0
20.0,Male,122671.0,,PhD,19.88753646209277,Urban,Premium,1087,0.0,585.0,8.0,Good,No,Rarely,Apartment,4204.0
56.0,Male,26749.0,1.0,PhD,8.675524296706968,Urban,Premium,1885,1.0,558.0,4.0,Poor,Yes,Weekly,House,792.0
60.0,Male,2322.0,,Bachelor's,30.64584556692545,Suburban,Comprehensive,1872,0.0,685.0,1.0,Average,Yes,Weekly,Apartment,2725.0
43.0,Male,,,Master's,34.093300182636874,Urban,Premium,1366,0.0,432.0,1.0,Average,No,Daily,House,462.0
49.0,Female,12721.0,4.0,Bachelor's,44.0839484893491,Urban,Comprehensive,133,1.0,574.0,7.0,Average,Yes,Monthly,Apartment,2744.0
48.0,Female,28294.0,0.0,Master's,27.175733748086166,Rural,Premium,1614,2.0,,3.0,Good,No,Rarely,Condo,1051.0
47.0,Male,45.0,3.0,Master's,15.13771722892902,Rural,Basic,1218,0.0,687.0,8.0,Poor,Yes,Monthly,Apartment,2948.0
61.0,Female,19355.0,4.0,PhD,,Rural,Premium,1205,0.0,599.0,8.0,Poor,Yes,Daily,Apartment,3978.0
38.0,Female,3170.0,1.0,Master's,26.29493913553361,Rural,Premium,1874,1.0,588.0,5.0,,Yes,Monthly,Apartment,759.0
44.0,Male,24595.0,3.0,High School,49.25124586135811,Suburban,Comprehensive,1266,0.0,494.0,9.0,Average,Yes,Monthly,House,1784.0
57.0,Female,9759.0,2.0,High School,14.834602860996943,Rural,Basic,849,0.0,767.0,2.0,Average,Yes,Rarely,Condo,1197.0
58.0,Female,15333.0,,High School,36.56432089705583,Rural,Basic,1499,0.0,452.0,7.0,Good,No,Daily,Apartment,1476.0
53.0,Male,100858.0,,PhD,52.60781298579625,Urban,Comprehensive,1436,0.0,,2.0,Average,No,Weekly,Apartment,1710.0
28.0,Male,47940.0,2.0,Bachelor's,4.724555993052238,Rural,Basic,1316,1.0,418.0,9.0,Average,No,Rarely,Apartment,1572.0
19.0,Female,76391.0,0.0,PhD,29.923008560425234,Suburban,Premium,663,0.0,476.0,6.0,Poor,Yes,Monthly,Apartment,182.0
29.0,Female,40456.0,2.0,High School,26.90811977359309,Suburban,Premium,1537,0.0,584.0,9.0,Poor,No,Daily,House,749.0
64.0,Female,1599.0,2.0,Master's,3.001182641751736,Suburban,Comprehensive,1715,1.0,693.0,5.0,Average,No,Monthly,Apartment,1601.0
53.0,Female,26296.0,4.0,Master's,26.26292904993426,Rural,Premium,1288,0.0,704.0,1.0,Poor,No,Rarely,House,1450.0
33.0,Female,37387.0,2.0,Master's,21.079248944295,Suburban,Basic,185,0.0,785.0,6.0,Average,No,Weekly,Condo,711.0
43.0,Male,27862.0,0.0,Bachelor's,34.539709368095004,Suburban,Premium,324,0.0,604.0,8.0,Good,Yes,Monthly,House,859.0
48.0,Female,33665.0,0.0,Master's,48.65686222046477,Rural,Basic,1540,2.0,620.0,6.0,Poor,No,Monthly,House,66.0
27.0,Female,3872.0,3.0,Bachelor's,13.27705520485541,Urban,Premium,830,1.0,452.0,8.0,Good,Yes,Rarely,Condo,1043.0
54.0,Female,92229.0,3.0,Master's,18.058357878783635,Suburban,Premium,1060,1.0,776.0,2.0,Good,No,Rarely,House,362.0
63.0,Female,128145.0,2.0,Bachelor's,24.527860619441576,Urban,Basic,1358,0.0,323.0,1.0,Average,No,Daily,House,775.0
50.0,Male,29483.0,0.0,Bachelor's,5.4265278045337695,Suburban,Basic,848,2.0,756.0,4.0,Good,Yes,Weekly,Apartment,1811.0
27.0,Female,858.0,1.0,Master's,31.91911221033602,Rural,Comprehensive,1459,2.0,,1.0,Average,Yes,Weekly,Apartment,20.0
58.0,Male,5824.0,3.0,Master's,11.564153381760592,Urban,Comprehensive,1169,2.0,681.0,1.0,Average,No,Rarely,Apartment,740.0
53.0,Male,10498.0,1.0,Bachelor's,6.865144598115884,Suburban,Premium,1179,1.0,,3.0,,No,Weekly,Condo,418.0
46.0,Male,65873.0,0.0,PhD,22.089427919316545,Rural,Basic,159,0.0,,9.0,Poor,Yes,Daily,Condo,122.0
49.0,Female,72275.0,3.0,PhD,21.92763127290417,Urban,Basic,1316,0.0,464.0,3.0,Average,Yes,Weekly,Condo,130.0
42.0,Male,80124.0,0.0,Bachelor's,25.86577544871644,Rural,Comprehensive,1515,0.0,314.0,1.0,Poor,Yes,Weekly,House,674.0
64.0,Female,44257.0,2.0,High School,25.81485125865812,Suburban,Premium,1401,1.0,553.0,7.0,Poor,No,Monthly,Condo,2443.0
18.0,Male,5518.0,4.0,High School,24.07398713708008,Rural,Premium,918,0.0,,2.0,Average,Yes,Monthly,House,3166.0
49.0,Female,38959.0,0.0,Master's,47.8391562486538,Rural,Comprehensive,856,0.0,,6.0,Average,Yes,Monthly,House,884.0
49.0,Male,7881.0,1.0,Bachelor's,46.9087037013676,Urban,Comprehensive,860,0.0,558.0,9.0,Poor,No,Monthly,Apartment,861.0
45.0,Female,3924.0,0.0,High School,18.80244415932485,Suburban,Basic,767,0.0,595.0,5.0,Poor,No,Monthly,House,2359.0
29.0,Female,24486.0,2.0,PhD,29.3888963615512,Rural,Premium,256,0.0,661.0,6.0,Good,No,Monthly,House,899.0
25.0,Female,15982.0,2.0,Bachelor's,41.26756492387613,Suburban,Comprehensive,767,0.0,480.0,1.0,Average,No,Weekly,Condo,249.0
22.0,Male,30077.0,2.0,Master's,18.89740817665997,Urban,Comprehensive,1080,0.0,778.0,1.0,Good,No,Weekly,House,200.0
60.0,Female,27890.0,4.0,Bachelor's,48.792680356263205,Suburban,Comprehensive,1642,1.0,723.0,8.0,Average,Yes,Weekly,Apartment,1137.0
42.0,Male,641.0,3.0,Bachelor's,13.887879695500082,Urban,Comprehensive,1435,0.0,835.0,9.0,Average,No,Weekly,House,128.0
44.0,Male,659.0,1.0,Bachelor's,22.76489558649512,Rural,Premium,259,2.0,713.0,6.0,Average,No,Monthly,Condo,394.0
54.0,Female,14991.0,2.0,High School,7.893771256361884,Suburban,Comprehensive,1254,2.0,,2.0,Good,Yes,Daily,Apartment,647.0
32.0,Female,18313.0,2.0,Bachelor's,24.23798052601995,Urban,Basic,1432,0.0,497.0,7.0,Average,Yes,Daily,House,459.0
47.0,Male,68800.0,0.0,High School,,Rural,Premium,1318,2.0,623.0,7.0,Poor,No,Weekly,Condo,2145.0
20.0,Male,134825.0,0.0,Bachelor's,22.07689528571343,Suburban,Basic,875,1.0,517.0,7.0,Good,Yes,Weekly,House,101.0
25.0,Male,20683.0,0.0,Bachelor's,27.49777058672498,Suburban,Basic,353,0.0,405.0,4.0,Good,Yes,Daily,House,537.0
60.0,Female,32705.0,2.0,PhD,11.822981108538064,Urban,Premium,1478,1.0,,1.0,Average,Yes,Weekly,Condo,129.0
59.0,Male,3924.0,4.0,High School,21.90774171227973,Suburban,Premium,1731,3.0,712.0,6.0,Average,No,Monthly,Condo,676.0
62.0,Female,5037.0,2.0,High School,34.54557532327623,Urban,Comprehensive,155,1.0,491.0,5.0,Poor,No,Monthly,Apartment,821.0
61.0,Male,21174.0,2.0,PhD,12.930850364859976,Suburban,Premium,1811,0.0,596.0,9.0,Good,No,Daily,House,860.0
18.0,Male,6566.0,,Bachelor's,3.967649914638077,Urban,Comprehensive,375,2.0,794.0,3.0,Average,No,Weekly,Apartment,985.0
50.0,Female,38212.0,2.0,High School,28.91969149531884,Suburban,Premium,463,0.0,317.0,5.0,Poor,Yes,Weekly,House,771.0
26.0,Male,52478.0,1.0,Master's,15.596623809482985,Urban,Premium,1882,1.0,452.0,4.0,Average,No,Daily,Condo,1604.0
64.0,Male,77261.0,1.0,Bachelor's,17.711630073158428,Urban,Premium,1867,0.0,307.0,5.0,Good,Yes,Rarely,Condo,1791.0
39.0,Male,56438.0,4.0,Bachelor's,40.72405010585447,Suburban,Premium,1086,0.0,812.0,8.0,,No,Daily,Condo,29.0
56.0,Male,2624.0,1.0,High School,44.9385892349062,Suburban,Basic,899,0.0,510.0,2.0,Average,No,Rarely,Condo,573.0
25.0,Female,30881.0,0.0,Bachelor's,44.01453504293978,Urban,Premium,473,0.0,,7.0,Poor,Yes,Monthly,House,807.0
54.0,Male,108921.0,2.0,Master's,37.41340125373732,Urban,Premium,1624,0.0,497.0,2.0,Average,No,Monthly,Apartment,2345.0
29.0,Female,132520.0,2.0,PhD,29.1884234270864,Urban,Premium,1222,1.0,478.0,1.0,Average,Yes,Monthly,House,2282.0
44.0,Male,11733.0,,High School,22.919444237202764,Rural,Basic,1337,0.0,710.0,1.0,Average,No,Weekly,Apartment,885.0
61.0,Male,49880.0,1.0,Bachelor's,35.58243713886849,Urban,Comprehensive,123,3.0,379.0,6.0,Good,Yes,Rarely,Apartment,1368.0
32.0,Male,16359.0,1.0,Master's,32.86812567749496,Rural,Basic,455,1.0,489.0,9.0,Poor,Yes,Daily,House,1489.0
20.0,Male,3859.0,3.0,Bachelor's,6.291228955101472,Urban,Premium,1177,2.0,811.0,4.0,Average,No,Monthly,House,549.0
56.0,Male,66816.0,3.0,Bachelor's,26.90834811259933,Urban,Comprehensive,941,1.0,,9.0,Average,Yes,Daily,House,255.0
57.0,Male,1920.0,3.0,Bachelor's,44.090910161413404,Urban,Premium,108,0.0,349.0,8.0,Average,No,Daily,House,2009.0
51.0,Female,93414.0,1.0,High School,31.63576464174997,Rural,Comprehensive,216,0.0,388.0,9.0,,No,Weekly,Apartment,830.0
33.0,Male,18194.0,4.0,Bachelor's,9.84865151565029,Rural,Premium,1301,1.0,597.0,1.0,Good,No,Daily,House,397.0
57.0,Male,23447.0,0.0,High School,,Suburban,Comprehensive,481,2.0,514.0,8.0,Good,No,Rarely,Apartment,517.0
35.0,Male,40247.0,,Master's,23.91956012558014,Rural,Basic,539,0.0,362.0,2.0,Good,No,Daily,Condo,2097.0
,Male,31341.0,2.0,Bachelor's,13.926005571734338,Suburban,Premium,1461,0.0,795.0,2.0,Poor,No,Daily,Condo,452.0
63.0,Male,44740.0,0.0,High School,8.730536511867918,Urban,Premium,210,0.0,501.0,4.0,Average,Yes,Weekly,Apartment,631.0
29.0,Female,,0.0,High School,36.64382037417828,Suburban,Premium,785,2.0,353.0,6.0,Good,Yes,Weekly,House,948.0
52.0,Female,70712.0,1.0,High School,16.299992514348627,Urban,Comprehensive,1637,0.0,383.0,8.0,Average,Yes,Rarely,Apartment,3038.0
37.0,Female,10994.0,0.0,High School,27.01147425385558,Urban,Basic,1623,0.0,697.0,6.0,Poor,No,Monthly,House,561.0
40.0,Male,24359.0,2.0,High School,20.97213719204726,Suburban,Comprehensive,1031,2.0,,2.0,Good,No,Daily,Apartment,469.0
24.0,Male,18259.0,2.0,PhD,34.133060769958284,Urban,Comprehensive,1891,3.0,661.0,2.0,Poor,No,Rarely,House,1450.0
55.0,Male,2045.0,4.0,High School,24.92669278703413,Rural,Basic,664,0.0,,1.0,Poor,Yes,Rarely,House,123.0
35.0,Female,37407.0,1.0,PhD,24.596631033384007,Urban,Basic,208,1.0,532.0,4.0,Average,Yes,Weekly,Condo,533.0
26.0,Female,,4.0,Master's,47.23494918311552,Suburban,Comprehensive,1560,2.0,771.0,6.0,Average,No,Weekly,House,365.0
42.0,Male,10861.0,2.0,Master's,5.895578724974165,Suburban,Basic,1025,1.0,,4.0,Average,Yes,Weekly,House,262.0
30.0,Female,63426.0,1.0,Bachelor's,16.435728554415597,Urban,Basic,569,2.0,629.0,2.0,Poor,No,Weekly,Condo,2044.0
28.0,Female,45904.0,3.0,PhD,31.95579290989808,Suburban,Basic,997,0.0,,6.0,Poor,Yes,Monthly,House,603.0
24.0,Female,29137.0,1.0,PhD,12.63431073401182,Rural,Premium,1765,0.0,585.0,3.0,Average,No,Daily,Apartment,881.0
26.0,Male,8056.0,1.0,High School,6.295789477435698,Urban,Comprehensive,1080,2.0,705.0,8.0,Good,No,Rarely,Condo,643.0
30.0,Male,1707.0,1.0,PhD,39.692584296132594,Suburban,Premium,1354,0.0,340.0,8.0,,Yes,Daily,House,635.0
54.0,Male,1789.0,,Master's,21.55245858454489,Urban,Comprehensive,1700,2.0,643.0,3.0,Average,No,Rarely,Condo,596.0
58.0,Female,40491.0,0.0,PhD,8.45669995229967,Urban,Comprehensive,1305,1.0,,8.0,Poor,No,Weekly,Apartment,487.0
42.0,Male,,0.0,High School,33.837345805426736,Rural,Premium,1578,1.0,495.0,3.0,Good,Yes,Rarely,Condo,48.0
37.0,Female,84574.0,1.0,Master's,14.148775977479149,Rural,Premium,1928,0.0,800.0,5.0,Poor,No,Weekly,Condo,411.0
62.0,Female,99736.0,0.0,PhD,21.6589337853812,Rural,Premium,1478,1.0,321.0,1.0,Average,Yes,Daily,Apartment,1251.0
38.0,Male,9087.0,1.0,High School,29.25169839453685,Urban,Basic,1292,0.0,574.0,1.0,Average,No,Rarely,Condo,1131.0
57.0,Male,37957.0,3.0,Bachelor's,38.22897272862075,Suburban,Premium,1222,0.0,334.0,5.0,Good,Yes,Rarely,Condo,554.0
47.0,Male,3276.0,3.0,High School,52.35287340891978,Suburban,Comprehensive,1166,0.0,,2.0,Good,Yes,Weekly,Apartment,1857.0
,Female,138040.0,3.0,PhD,20.145524338219705,Rural,Premium,398,0.0,687.0,6.0,,Yes,Rarely,Apartment,22.0
55.0,Male,53599.0,0.0,High School,14.88561399734984,Rural,Premium,1661,2.0,433.0,1.0,Good,No,Daily,Condo,1721.0
37.0,Male,10166.0,3.0,Master's,,Suburban,Comprehensive,982,0.0,,7.0,Good,Yes,Daily,Apartment,3149.0
55.0,Male,32481.0,4.0,Master's,34.79086477717033,Suburban,Comprehensive,1349,0.0,646.0,6.0,Average,No,Rarely,House,973.0
54.0,Male,29053.0,4.0,PhD,30.982458771203365,Rural,Comprehensive,242,0.0,849.0,1.0,Average,No,Rarely,Condo,1406.0
20.0,Male,132984.0,,PhD,48.13309254100418,Suburban,Comprehensive,856,0.0,620.0,3.0,Good,No,Monthly,Condo,4779.0
22.0,Male,18085.0,1.0,Bachelor's,50.47331673409199,Rural,Premium,1761,3.0,,2.0,Poor,Yes,Weekly,Condo,3091.0
63.0,Female,5524.0,1.0,High School,10.806798792085194,Rural,Premium,976,0.0,671.0,3.0,,No,Daily,Condo,654.0
43.0,Male,538.0,4.0,Master's,28.24781505869675,Rural,Comprehensive,1712,2.0,471.0,4.0,Good,No,Weekly,Apartment,719.0
40.0,Female,43913.0,3.0,Master's,34.81733480561307,Suburban,Comprehensive,1659,0.0,709.0,9.0,Average,No,Monthly,House,1229.0
36.0,Female,70392.0,3.0,High School,6.245730433027792,Urban,Premium,539,1.0,446.0,7.0,Average,Yes,Weekly,Apartment,334.0
32.0,Female,805.0,0.0,High School,,Rural,Basic,1700,0.0,515.0,2.0,Poor,No,Monthly,House,2295.0
36.0,Male,21109.0,3.0,High School,29.99400130258472,Rural,Basic,657,0.0,663.0,6.0,Poor,Yes,Rarely,House,755.0
23.0,Male,44973.0,1.0,PhD,36.12821432591738,Suburban,Premium,341,0.0,690.0,9.0,Good,No,Monthly,Apartment,705.0
44.0,Female,28991.0,3.0,High School,47.56684277595916,Urban,Premium,1331,2.0,346.0,9.0,Average,No,Monthly,Apartment,855.0
28.0,Female,132967.0,1.0,High School,32.735222243108474,Rural,Premium,1736,1.0,458.0,6.0,Good,Yes,Monthly,House,1827.0
20.0,Male,105855.0,1.0,Bachelor's,6.639338009273418,Suburban,Premium,1371,1.0,461.0,1.0,,Yes,Monthly,Condo,1561.0
63.0,Female,36752.0,2.0,Bachelor's,27.92317104550826,Rural,Premium,1617,1.0,616.0,1.0,Poor,No,Monthly,Condo,2840.0
31.0,Male,27876.0,1.0,High School,16.898924842765975,Rural,Basic,475,0.0,684.0,8.0,Good,Yes,Rarely,House,810.0
